"sim_id","true_n","true_preval","true_crate","true_recov","true_ptran","true_R0","abc_preval","abc_crate","abc_recov","abc_ptran","abc_R0"
1,6967,0.0110923479367048,1.97045755945146,0.0976256732663605,0.2004361655449,4.04556449519005,0.0110923479367048,5.7770119524602,0.0990951103996233,0.0659768663093848,3.8462961867454
2,7087,0.0146728673446924,2.10721226874739,0.0841676047004294,0.182801399276795,4.5765987124294,0.0146728673446924,4.67301614461184,0.0849918032048261,0.083905252144859,4.61327543487616
3,9296,0.00967262515076436,4.75313540548086,0.0903990055252798,0.094233208166763,4.95473590120673,0.00967262515076436,16.8538318095636,0.092977361018587,0.0276087680024885,5.00458958272843
4,7681,0.015658940743655,3.46769370883703,0.133681931109168,0.0667304891759769,1.73098111003637,0.015658940743655,5.47068789982678,0.132588664059392,0.0441244396884485,1.82060087868524
5,5046,0.0144369804123417,3.04015418328345,0.153850842585089,0.186252998232961,3.68043373837136,0.0144369804123417,7.06931226909452,0.158926261667094,0.080291914475636,3.57152185018159
6,8563,0.0194933618705254,4.61897493340075,0.198556740608532,0.0508693345650519,1.18336038612761,0.0194933618705254,4.21579356744169,0.214116203421214,0.0617914970346873,1.21662999604455
7,5182,0.0193914158358239,2.47445283364505,0.219454897635849,0.23077179744671,2.60205597719178,0.0193914158358239,5.54803348794956,0.21456825068374,0.0933039824251407,2.41253595256609
8,7344,0.0146975214921404,1.09204781614244,0.0925708493590355,0.18130770208997,2.1388664086815,0.0146975214921404,3.69772858804111,0.0901907939679207,0.0546910889758804,2.24227766848514
9,8361,0.0189365517250262,3.28558571916074,0.167921257267939,0.188128656292172,3.6809683094034,0.0189365517250262,8.55168753181235,0.165632808993443,0.0662442750123038,3.42021815677286
10,7590,0.007000943365274,1.42920621391386,0.200739170278655,0.224489854918564,1.59830438257195,0.007000943365274,5.96203794777369,0.203017177772126,0.0547431840813679,1.60765184728072
11,6065,0.0126758322734386,1.59796523395926,0.136743532120949,0.29114212012706,3.40224490978289,0.0126758322734386,4.60786720514622,0.136925626362571,0.0995850029578542,3.35126799448638
12,6834,0.0100669179048855,4.7573002083227,0.185847411488416,0.155418965389951,3.97839641943574,0.0100669179048855,7.4860224235156,0.183222683461215,0.0830522676962575,3.39330876806863
13,7095,0.0132186804972589,3.19439264666289,0.15245158517966,0.0831520226693689,1.74232501063962,0.0132186804972589,4.04068176701433,0.145674210288577,0.0630038847494693,1.7475890060014
14,6545,0.0177049405348953,1.22128327656537,0.122082062189234,0.417365115009066,4.17523283963092,0.0177049405348953,4.26121129799349,0.119869453176379,0.117550447611044,4.17877350877145
15,8684,0.0122460126006044,4.05431515816599,0.216764438008424,0.21249522511268,3.97446472367737,0.0122460126006044,7.78963973258813,0.214435734797774,0.10458384913166,3.79913593856576
16,9747,0.00853757997625508,1.41847625002265,0.0868449972700328,0.158229381074121,2.58442772945855,0.00853757997625508,4.11387288108259,0.0889124275482989,0.0540686078731438,2.50169054856124
17,7437,0.0156116574828047,3.65555753093213,0.230575380775845,0.24763575806597,3.92603389520664,0.0156116574828047,17.0444575539678,0.225796804877615,0.0517823862761802,3.90883602363596
18,9914,0.0146917469510809,2.13656882662326,0.210762711602729,0.115913392671481,1.17505103007425,0.0146917469510809,3.57592842614269,0.218813200559269,0.0710716365622181,1.16147967684645
